title,prog_code,genre,air_date,air_time,Duration
Tin Cup,MV000474300000,Comedy,20151222,10000,135.0
Big Freedia,EP017825740009,Music,20150621,10000,30.0
Éxitos,SH018181650000,Music,20151012,100000,60.0
Súper Libro,SH005839600000,"Children,Educational,Religious,Anime",20151011,150000,30.0
Last Days Signs & Wonders with Mel Bond,SH022517370000,Religious,20151010,173000,30.0
The Message of the Cross,SH012595240000,Religious,20150725,220000,90.0
Dave Attell: Road Work,SH018871230000,"Special,Comedy,Standup",20150726,140000,60.0
The Incredible Dog Challenge Tour,EP021202030002,Dog show,20150719,160000,60.0
Big Freedia,EP017825740006,Music,20150613,183000,30.0
Big Freedia,EP017825740010,Music,20150613,233000,30.0
Tour Guide,EP017799600006,Tennis,20151004,210000,30.0
Éxitos,SH018181650000,Music,20151004,40000,60.0
Éxitos,SH018181650000,Music,20151004,90000,60.0
Vision Ministries,SH004491480000,Religious,20151215,123000,30.0
Smooth Jazz,SH006381140000,Music,20150906,180000,120.0
Smooth Jazz,SH006381140000,Music,20150907,140000,120.0
Paws & Tales,SH005485010000,"Children,Religious",20150627,113000,30.0
Éxitos,SH018181650000,Music,20151110,80000,60.0
Smooth Jazz,SH006381140000,Music,20151225,130000,120.0
Éxitos,SH018181650000,Music,20151224,10000,60.0
Éxitos,SH018181650000,Music,20151225,80000,60.0
Smooth Jazz,SH012559390000,Music,20151210,150000,240.0
Éxitos,SH018181650000,Music,20151209,160000,60.0
Éxitos,SH018181650000,Music,20151210,150000,60.0
Éxitos,SH018181650000,Music,20151228,90000,60.0
Éxitos,SH018181650000,Music,20150829,230000,30.0
Big Freedia,EP017825740016,Music,20150629,3000,30.0
Smooth Jazz,SH012559390000,Music,20150628,60000,240.0
Eyewitness News 4 at 6:30,SH009412630000,News,20151229,13000,30.0
Tour Guide,EP017799600015,Tennis,20150823,113000,30.0
Smooth Jazz,SH006381140000,Music,20150822,0,120.0
Smooth Jazz,SH012559390000,Music,20151102,110000,240.0
Éxitos,SH018181650000,Music,20151103,80000,60.0
Éxitos,SH018181650000,Music,20151103,100000,60.0
Vision Ministries,SH004491480000,Religious,20151223,123000,30.0
Éxitos,SH018181650000,Music,20151223,50000,60.0
Smooth Jazz,SH006381140000,Music,20150831,20000,120.0
Éxitos,SH018181650000,Music,20150830,100000,60.0
Smooth Jazz,SH012559390000,Music,20151212,30000,240.0
Smooth Jazz,SH012559390000,Music,20151212,150000,240.0
Catolicismo,SH017329820000,Religious,20151003,170000,60.0
Firewall,MV001738110000,Suspense,20150802,63000,110.0
Smooth Jazz,SH012559390000,Music,20150803,140000,240.0
The Message of the Cross,SH012595240000,Religious,20151124,130000,90.0
HARDtalk,SH012592930000,"News,Interview",20151216,163000,30.0
Éxitos,SH018181650000,Music,20150919,180000,60.0
Éxitos,SH018181650000,Music,20151111,200000,60.0
Texas Today,SH022225980000,News,20151112,120000,60.0
Smooth Jazz,SH006381140000,Music,20151115,230000,120.0
Mouk,SH017133220000,"Children,Fantasy",20151103,154500,15.0
Smooth Jazz,SH012559390000,Music,20151203,30000,240.0
Smooth Jazz,SH006381140000,Music,20151223,110000,120.0
Éxitos,SH018181650000,Music,20151222,10000,60.0
Smooth Jazz,SH012559390000,Music,20151124,110000,240.0
Big Freedia,EP017825740012,Music,20150705,30000,30.0
Smooth Jazz,SH006381140000,Music,20151105,50000,120.0
The Message of the Cross,SH012595240000,Religious,20151208,140000,60.0
Éxitos,SH018181650000,Music,20150823,130000,60.0
KRON 4 News Weekend,SH004424660000,News,20150509,140000,180.0
Súper Libro,SH005839600000,"Children,Educational,Religious,Anime",20150509,113000,30.0
Súper Libro,SH005839600000,"Children,Educational,Religious,Anime",20150510,153000,30.0
Newsedge,SH009624330000,News,20150509,30000,30.0
Éxitos,SH018181650000,Music,20151201,110000,60.0
Éxitos,SH018181650000,Music,20151118,180000,60.0
Battle of the Bluegrass Pulling Series,SH019533290000,"Sports non-event,Motorsports",20151117,200000,30.0
Súper Libro,SH005839600000,"Children,Educational,Religious,Anime",20150419,153000,30.0
Smooth Jazz,SH012559390000,Music,20150419,20000,240.0
Smooth Jazz,SH006381140000,Music,20150927,120000,120.0
Making Monsters,EP014701630017,Reality,20151022,130000,60.0
The Drop,MV005439980000,Crime drama,20151023,94000,110.0
Éxitos,SH018181650000,Music,20151231,160000,60.0
Hometown High Q,SH003694920000,"Educational,Game show",20150704,153000,30.0
Smooth Jazz,SH006381140000,Music,20150816,180000,120.0
Horns & Hooks,SH017073390000,"Sports non-event,Hunting",20150816,150000,30.0
Hideous Kinky,MV000659950000,Drama,20150510,153000,100.0
Horns & Hooks,SH017073390000,"Sports non-event,Hunting",20150510,160000,30.0
¡A Volar Joven!,MV000360560000,"Spanish,Comedy",20151107,95000,115.0
Éxitos,SH018181650000,Music,20151106,160000,60.0
Éxitos,SH018181650000,Music,20151107,100000,60.0
Unplugged Nation,EP022214560007,Reality,20150913,90000,61.0
Pentecostés Hoy,SH004671170000,Religious,20150912,40000,30.0
Paws & Tales,SH005485010000,"Children,Religious",20150912,100000,30.0
NBC4 News Conference,SH019829380000,News,20150426,160000,30.0
Smooth Jazz,SH006381140000,Music,20151118,190000,120.0
Eyewitness News 4 at 6:30,SH009412630000,News,20151119,13000,30.0
2News Works for You at 5p,SH017309590000,News,20151118,230000,30.0
I Am Sam,MV001166850000,Drama,20151030,100000,135.0
Smooth Jazz,SH006381140000,Music,20150419,160000,120.0
The Incredible Dog Challenge Tour,EP021202030003,Dog show,20150815,210000,60.0
XPTV Sports Powerlifting,SH018942950000,"Sports non-event,Weightlifting",20151029,63000,30.0
Smooth Jazz,SH006381140000,Music,20151126,110000,120.0
Éxitos,SH018181650000,Music,20151125,80000,60.0
Eyewitness News 4 at 6:30,SH009412630000,News,20151015,3000,30.0
HARDtalk,SH012592930000,"News,Interview",20151015,33000,30.0
Entertainment Tonight Canada,EP007763470487,"Talk,Entertainment",20150516,70300,30.0
Súper Libro,SH005839600000,"Children,Educational,Religious,Anime",20150328,123000,30.0
Smooth Jazz,SH012559390000,Music,20151127,110000,240.0
The Message of the Cross,SH012595240000,Religious,20151125,230000,90.0
Unplugged Nation,EP022214560006,Reality,20150926,180000,60.0
Cities of the Underworld,EP009104570001,"Documentary,History,Science",20151027,160000,60.0
Smooth Jazz,SH006381140000,Music,20151027,140000,120.0
Smooth Jazz,SH012559390000,Music,20151027,220000,240.0
Smooth Jazz,SH006381140000,Music,20150920,140000,120.0
Éxitos,SH018181650000,Music,20150920,220000,60.0
Planet Earth: Life,EP019456470009,"Science,Nature,Environment,Animals,Documentary",20150503,160000,60.0
Smooth Jazz,SH006381140000,Music,20151009,20000,120.0
KRON 4 News Weekend,SH004424660000,News,20150405,140000,180.0
MLS Pregame,SH007603200000,"Sports non-event,Soccer",20150404,183000,30.0
Smooth Jazz,SH006381140000,Music,20151127,150000,120.0
Smooth Jazz,SH006381140000,Music,20151127,210000,120.0
Smooth Jazz,SH006381140000,Music,20151128,90000,120.0
Smooth Jazz,SH012559390000,Music,20151019,220000,240.0
Las Buenas Hierbas,MV003747290000,"Spanish,Drama",20150523,104500,123.0
KRON 4 News Weekend,SH004424660000,News,20150530,140000,180.0
Smooth Jazz,SH006381140000,Music,20151023,80000,120.0
SEC Inside,EP022422150008,Sports non-event,20151022,130000,30.0
Éxitos,SH018181650000,Music,20151021,170000,60.0
Éxitos,SH018181650000,Music,20151021,210000,60.0
Smooth Jazz,SH012559390000,Music,20151004,220000,240.0
Éxitos,SH018181650000,Music,20151006,170000,60.0
KIRO 7 Eyewitness News at 6AM,SH004535560000,News,20151009,130000,60.0
The Campaign Venezuela,SH019291190000,Special,20151009,83000,30.0
Smooth Jazz,SH012559390000,Music,20150606,60000,240.0
Health for a Lifetime,EP003060550002,Health,20151016,150000,30.0
Éxitos,SH018181650000,Music,20151016,40000,60.0
HARDtalk,EP012592930998,"News,Interview",20150730,193000,30.0
Brooklyn Nine-Nine,EP017390090036,Sitcom,20150608,13000,30.0
Firewall,MV001738110000,Suspense,20150607,63500,110.0
Smooth Jazz,SH006381140000,Music,20150607,80000,120.0
Smooth Jazz,SH012559390000,Music,20151001,220000,240.0
KOIN 6 News at 5am,SH014653160000,News,20151001,120000,60.0
Éxitos,SH018181650000,Music,20151001,160000,60.0
Cities of the Underworld,EP009104570015,"Documentary,History,Science",20151014,140000,60.0
Cities of the Underworld,EP009104570019,"Documentary,History,Science",20151014,220000,60.0
Éxitos,SH018181650000,Music,20151015,150000,60.0
Mary Tyler Moore: A Celebration,SH022466110000,"Special,Documentary",20151015,50000,60.0
Éxitos,SH018181650000,Music,20151013,120000,60.0
2News Works for You at 5p,SH017309590000,News,20150903,220000,30.0
Pleasure or Pain,MV005231590000,"Adults only,Drama",20150727,41500,100.0
Smooth Jazz,SH006381140000,Music,20150729,200000,120.0
Smooth Jazz,SH006381140000,Music,20150730,0,120.0
Big Freedia,EP017825740012,Music,20150405,213000,30.0
Big Freedia,EP017825740022,Music,20150406,23000,30.0
Smooth Jazz,SH012559390000,Music,20150825,60000,240.0
Newsedge,SH009624330000,News,20150804,30000,30.0
Smooth Jazz,SH012559390000,Music,20150804,20000,240.0
Éxitos,SH018181650000,Music,20150911,70000,60.0
Éxitos,SH018181650000,Music,20151020,170000,60.0
Calendario Maya,SH007707710000,null,20150821,90000,30.0
Smooth Jazz,SH012559390000,Music,20150719,220000,240.0
Smooth Jazz,SH006381140000,Music,20150322,180000,120.0
Smooth Jazz,SH006381140000,Music,20150814,80000,120.0
Firewall,MV001738110000,Suspense,20150703,81500,105.0
HARDtalk,EP012592931059,"News,Interview",20151006,143000,30.0
Éxitos,SH018181650000,Music,20150615,220000,180.0
Secretos del Paraíso,SH017655960000,Soap,20150609,190000,60.0
Firewall,MV001738110000,Suspense,20150806,43000,105.0
Cities of the Underworld,EP009104570038,"Documentary,History,Science",20150827,180000,60.0
Éxitos,SH018181650000,Music,20150827,210000,60.0
Smooth Jazz,SH006381140000,Music,20150713,220000,120.0
Las Buenas Hierbas,MV003747290000,"Spanish,Drama",20150806,15500,125.0
HARDtalk,EP000206752494,"News,Interview",20150902,143000,30.0
Smooth Jazz,SH012559390000,Music,20150618,140000,240.0
Fireball,MV003520550000,"Spanish,Action,Martial arts",20150427,60000,120.0
Smooth Jazz,SH012559390000,Music,20150427,60000,240.0
HARDtalk,SH012592930000,"News,Interview",20150427,143000,30.0
HARDtalk,EP000206752455,"News,Interview",20150625,33000,30.0
Éxitos,SH018181650000,Music,20150625,220000,180.0
Feel Grand With Jane Seymour,EP019907500009,Health,20150908,110000,30.0
Éxitos,SH018181650000,Music,20150908,220000,60.0
Big Freedia,EP017825740006,Music,20150716,213000,30.0
Smooth Jazz,SH006381140000,Music,20150630,0,120.0
The Message of the Cross,SH012595240000,Religious,20150701,120000,90.0
KIRO 7 Eyewitness News at 6AM,SH004535560000,News,20150629,130000,60.0
Smooth Jazz,SH012559390000,Music,20150916,100000,240.0
Viva México: El Grito,SH017885570000,"Special,News",20150916,40000,30.0
Smooth Jazz,SH006381140000,Music,20150901,160000,120.0
Éxitos,SH018181650000,Music,20150811,220000,60.0
Pacific: The Lost Evidence,EP007816360007,History,20150812,210000,60.0
Smooth Jazz,SH006381140000,Music,20150813,140000,120.0
Weather Center Live,SH006197570000,Weather,20150825,160000,180.0
Smooth Jazz,SH012559390000,Music,20150921,60000,240.0
Lloyd's of London,MV000045070000,Drama,20150928,100000,120.0
Smooth Jazz,SH012559390000,Music,20150929,140000,240.0
Smooth Jazz,SH006381140000,Music,20150423,180000,120.0
Smooth Jazz,SH006381140000,Music,20150423,220000,120.0
HARDtalk,EP000206752439,"News,Interview",20150410,33000,30.0
Smooth Jazz,SH006381140000,Music,20150912,60000,120.0
Éxitos,SH018181650000,Music,20150911,120000,60.0
Éxitos,SH018181650000,Music,20150912,140000,30.0
Cities of the Underworld,EP009104570040,"Documentary,History,Science",20151001,50000,60.0
Three's a Crowd,EP000044580009,Sitcom,20151220,3000,30.0
Classic R&B,SH006715310000,Music,20151219,30000,120.0
InnerVIEWS With Ernie Manouse,EP006282100158,"Talk,Interview",20151228,53000,30.0
InnerVIEWS With Ernie Manouse,EP006282100211,"Talk,Interview",20151227,43000,30.0
House Crashers,EP011681810114,"Reality,House/garden,Home improvement,How-to",20151226,140000,30.0
The Shining,MV000000430000,Horror,20151115,113000,210.0
Drug Addiction in 19th Century America,SH023250510000,"Special,History",20151213,10000,48.0
Fortunes in Flipping,SH022196660000,Consumer,20151109,83000,30.0
Courage the Cowardly Dog,EP003396740036,"Children,Comedy,Adventure,Animated",20151122,180000,30.0
InnerVIEWS With Ernie Manouse,SH006282100000,"Talk,Interview",20151122,213000,30.0
Classic R&B,SH006715310000,Music,20151122,210000,120.0
WHADDYADO,EP007669240185,Educational,20151115,163000,30.0
Fortunes in Flipping,SH022196660000,Consumer,20151114,153000,30.0
Bunk'd,EP022005700001,"Children,Comedy",20151024,193000,30.0
Doug,EP000197800051,"Children,Adventure,Animated",20151031,32500,31.0
Will of the Warrior,SH018208130000,"Special,Documentary",20151031,113500,30.0
Fortunes in Flipping,SH022196660000,Consumer,20151031,60700,30.0
Fortunes in Flipping,SH022196660000,Consumer,20151206,110500,30.0
Bunk'd,EP022005700005,"Children,Comedy",20151107,150000,30.0
K. Francis Smith,SH014479990000,Religious,20151102,0,30.0
House Crashers,EP011681810124,"Reality,House/garden,Home improvement,How-to",20151205,170000,30.0
Fortunes in Flipping,SH022196660000,Consumer,20151206,103500,30.0
WHADDYADO,EP007669240183,Educational,20151128,200000,30.0
Lip Sync Battle,EP021056520019,"Reality,Comedy,Music",20151120,40000,60.0
CBS 5 News at 10pm,SH006099210000,News,20150801,73700,36.0
Reds Live Pregame,SH015436730000,"Sports non-event,Baseball",20150801,223000,30.0
Classic R&B,SH006715310000,Music,20151017,160000,120.0
Fortunes in Flipping,SH022196660000,Consumer,20151018,83000,30.0
The Shining,MV000000430000,Horror,20151128,223000,210.0
AMHQ Early,SH023023540000,"Weather,News",20151217,100000,60.0
House Crashers,EP011681810124,"Reality,House/garden,Home improvement,How-to",20151109,203000,30.0
Fortunes in Flipping,SH022196660000,Consumer,20151110,81200,30.0
NASCAR RaceDay,EP008092490405,"Sports non-event,Auto racing",20151018,150000,90.0
Fortunes in Flipping,SH022196660000,Consumer,20151106,73000,30.0
Softball,EP000306811295,"Sports event,Softball",20150718,230000,90.0
Lip Sync Battle,EP021056520013,"Reality,Comedy,Music",20150718,60000,30.0
Fox 8 Saturday Early News,SH016004130000,News,20150718,110000,60.0
Fortunes in Flipping,SH022196660000,Consumer,20150719,30000,30.0
Fortunes in Flipping,SH022196660000,Consumer,20151030,63700,30.0
House Crashers,EP011681810142,"Reality,House/garden,Home improvement,How-to",20151221,193000,30.0
Classic R&B,SH006715310000,Music,20150620,120000,120.0
Faithville,SH003579220000,"Children,Religious",20151011,123000,30.0
Redeye,SH022640710000,Music,20151010,83000,90.0
Faithville,SH003579220000,"Children,Religious",20150725,123000,30.0
InnerVIEWS With Ernie Manouse,SH006282100000,"Talk,Interview",20150720,40000,30.0
Fashion House,SH008795640000,Drama,20150727,40000,30.0
Fortunes in Flipping,SH022196660000,Consumer,20150727,180000,30.0
Classic R&B,SH006715310000,Music,20151210,230000,120.0
Fortunes in Flipping,SH022196660000,Consumer,20151210,113000,30.0
Smiley,MV004147300000,"Horror,Suspense",20151214,170000,100.0
WHAG News at 5:30AM,SH013210570000,News,20151215,103000,30.0
Tractor Pulling,EP002635410302,"Sports non-event,Motorsports",20150907,43000,30.0
Classic R&B,SH006715310000,Music,20150627,60000,120.0
Hollywood News: Summer Movie Preview,SH021722030000,"Special,Entertainment",20150627,160000,30.0
NatureScene,EP000030560177,"Documentary,Travel,Nature,Outdoors",20150711,220000,30.0
Fortunes in Flipping,SH022196660000,Consumer,20150711,103000,30.0
Warren Miller's Wintervention,MV003381280000,Documentary,20151203,125000,105.0
WHAG News at 5:30AM,SH013210570000,News,20151203,103000,30.0
WJBF News Channel 6 at Noon,SH016285540000,News,20151203,170000,60.0
Restoring Lives,SH020440340000,"Religious,Community",20151204,120000,30.0
¿Qué Culpa Tiene Fatmagül?,SH023008360000,"Drama,Crime,Romance",20151203,170000,120.0
Restoring Lives,SH020440340000,"Religious,Community",20151111,120000,30.0
Fe Expecta,SH007943810000,Religious,20151130,110000,30.0
Classic R&B,SH006715310000,Music,20151209,210000,120.0
Classic R&B,SH006715310000,Music,20151210,130000,120.0
CBS 5 News at 10pm,SH006099210000,News,20151229,73700,36.0
Fortunes in Flipping,SH022196660000,Consumer,20151228,80000,30.0
Redeye,SH022640710000,Music,20151229,130000,60.0
¿Qué Culpa Tiene Fatmagül?,SH023008360000,"Drama,Crime,Romance",20151228,200000,120.0
Classic R&B,SH006715310000,Music,20150829,60000,120.0
Murad Resurgence,SH020560850000,Consumer,20150829,133000,30.0
WVVA News at 11,SH000332510000,News,20150629,30000,30.0
Esta Noche Maríasela,SH005154840000,Variety,20151216,23000,30.0
KHOU 11 News This Morning 5AM,SH015732930000,News,20151230,110000,30.0
House Crashers,EP011681810114,"Reality,House/garden,Home improvement,How-to",20150822,153000,30.0
Lip Sync Battle,EP021056520005,"Reality,Comedy,Music",20150823,50000,30.0
18 Plus Spinners With Braces,MV006393220000,Adults only,20150823,40000,90.0
Otra Semana en Cartoon,SH021805030000,Entertainment,20150822,195500,5.0
Rome: Engineering an Empire,SH007667280000,"Documentary,History",20150621,0,120.0
Wildlife Pursuit,SH013183310000,"Outdoors,Sports non-event",20150621,140000,30.0
Classic R&B,SH006715310000,Music,20150913,140000,120.0
Pro Tarpon Tournament Series,SH018573440000,"Outdoors,Fishing",20151102,230000,60.0
Fortunes in Flipping,SH022196660000,Consumer,20151204,85700,30.0
